value,gas,gasPrice,fee
0.0145314,80000,22.715608209,1817248.6567199999
0.9838831,80000,22.715608209,1817248.6567199999
0.0579,21000,22.399521439,470389.950219
0.006248,21000,22.0,462000.0
0.04584786447522577,21000,21.713635871,455986.353291
0.019634,90000,21.614521439,1945306.9295100002
0.0279111,207128,21.614521439,4476972.596617192
0.001086412407069168,21000,21.614521439,453904.950219
0.0,500000,21.614521439,10807260.7195
0.87,21000,21.614521439,453904.950219
0.0,60990,21.614521439,1318269.6625646101
0.12629354,21000,21.614521439,453904.950219
0.194571,21000,21.614521439,453904.950219
0.0,72602,21.614521439,1569257.485514278
0.15638683,207128,21.614521439,4476972.596617192
0.01839729,207128,21.614521439,4476972.596617192
0.07904,207128,21.614521439,4476972.596617192
0.1200189,207128,21.614521439,4476972.596617192
0.0120359,207128,21.614521439,4476972.596617192
0.0,258518,21.614521439,5587742.853367402
0.0,600000,20.94891323,12569347.938
0.0,100000,20.614521439,2061452.1439
0.0,83784,20.614521439,1727167.064245176
0.0,550000,20.614521439,11337986.79145
0.040467667926536,21000,20.614521439,432904.950219
0.0,4000000,20.614521439,82458085.756
0.0,200000,20.614521439,4122904.2878
0.01817972,21000,20.614521439,432904.950219
0.0,170000,20.569239464,3496770.70888
0.0,95650,20.569239464,1967447.7547316
0.08,286238,20.569239464,5887697.965696432
0.0031648,244610,20.569239464,5031441.66528904
0.015170019999999002,21868,20.411087613,446349.66392108396
0.01,48808,20.266455152,989165.143058816
0.001231,22000,20.104229838,442293.056436
0.029862156461198705,21000,20.104229838,422188.82659799996
0.001729959026070722,21000,20.104229838,422188.82659799996
0.011540868719789,21000,19.958632391,419131.28021099995
0.0,201151,19.914521439,4005825.901976289
0.0,369294,19.914521439,7354313.280294066
0.0,50000,19.814521439,990726.07195
0.04065557,210000,19.814521439,4161049.50219
0.15410563,210000,19.814521439,4161049.50219
0.000661882466883299,21000,19.724521439,414214.950219
0.0,78151,19.714521439,1540709.564979289
0.00606,21000,19.714521439,414004.950219
0.0,336008,19.714521439,6624236.919675511
0.0,247062,19.714521439,4870709.095762217
0.05,234432,19.714521439,4621714.689987647
0.0,165502,19.714521439,3262792.727197378
1e-05,81267,19.714521439,1602140.013783213
0.0,104665,19.714521439,2063420.3864129349
0.047971799645395,21000,19.714521439,414004.950219
0.06,174120,19.714521439,3432692.47295868
1.1,196570,19.714521439,3875283.4792642295
0.06,21000,19.714521439,414004.950219
0.0994,21000,19.714521439,414004.950219
0.145,206762,19.714521439,4076213.8817705177
0.037,208389,19.714521439,4108289.4081517705
0.0,48837,19.714521439,962798.0835164429
0.0,500000,19.714521439,9857260.7195
0.0,46965,19.714521439,925892.4993826349
0.0,46205,19.714521439,910909.463088995
0.0,69163,19.714521439,1363515.446285557
0.0,52980,19.714521439,1044475.34583822
0.032709828970278,21000,19.714521439,414004.950219
0.11225288536622043,199983,19.714521439,3942569.140935537
0.39170982573616997,21000,19.714521439,414004.950219
0.0,48573,19.714521439,957593.4498565469
0.0,29167,19.714521439,575013.4468113129
0.0,104173,19.714521439,2053720.8418649468
1.0,212804,19.714521439,4195329.020304956
0.02,221932,19.714521439,4375283.172000147
0.0,47146,19.714521439,929460.827763094
0.02,221932,19.714521439,4375283.172000147
0.0203873838164441,21000,19.714521439,414004.950219
0.007,21000,19.694521439,413584.950219
0.0,638704,19.664521439,12559808.501175057
0.0,255411,19.664521439,5022535.085256429
0.0,538696,19.664521439,10593199.041103546
0.0599236,90000,19.664521439,1769806.9295100002
0.0,49260,19.658632391,968384.2315806601
0.05606690389145214,27500,19.614521439,539399.3395725
